创世金融安进私募基金,11,,,"20,000,000.00 ",9,9/28/2018,4/26/2019
创世金融安贵私募基金,12,,,"11,000,000.00 ",9,9/28/2018,4/26/2019
创世金融安健私募基金,9,,,"17,400,000.00 ",12,9/28/2018,9/27/2019
创世金融安健私募基金,10,,,"20,000,000.00 ",12,9/28/2018,9/27/2019
创世金融安健私募基金,11,,,"97,900,000.00 ",12,10/10/2018,10/10/2019
创世金融安贵私募基金,13,,,"3,000,000.00 ",9,10/11/2018,5/10/2019
创世金融安贵私募基金,14,,,"12,000,000.00 ",9,10/12/2018,5/10/2019
创世金融安进私募基金,12,,,"10,000,000.00 ",9,10/12/2018,5/10/2019
创世金融安健私募基金,12,,,"69,800,000.00 ",12,10/12/2018,10/11/2019
创世金融安意私募基金,17,,,"30,000,000.00 ",6,10/16/2018,12/14/2018
创世金融安贵私募基金,15,,,"3,500,000.00 ",9,10/16/2018,5/16/2019
创世金融安健私募基金,13,,,"20,200,000.00 ",12,10/16/2018,10/16/2019
创世金融安意私募基金,18,,,"50,000,000.00 ",6,10/18/2018,12/17/2018
创世金融安贵私募基金,16,,,"9,000,000.00 ",9,10/19/2018,5/15/2019
创世金融安进私募基金,13,,,"34,000,000.00 ",9,10/19/2018,5/15/2019
创世金融安健私募基金,14,,,"37,000,000.00 ",12,10/19/2018,10/18/2019
创世金融安贵私募基金,17,,,"6,000,000.00 ",9,10/23/2018,5/23/2019
创世金融安进私募基金,14,,,"10,000,000.00 ",9,10/23/2018,5/23/2019
创世金融安健私募基金,15,,,"26,000,000.00 ",12,10/23/2018,10/23/2019
创世金融安步私募基金,2,,,"3,000,000.00 ",9,10/25/2018,5/24/2019
创世金融安意私募基金,19,,,"23,000,000.00 ",6,10/26/2018,1/25/2019
创世金融安进私募基金,15,,,"30,000,000.00 ",9,10/26/2018,5/20/2019
创世金融安贵私募基金,18,,,"9,000,000.00 ",9,10/26/2018,5/20/2019
创世金融安健私募基金,16,,,"90,000,000.00 ",12,10/26/2018,10/21/2019
创世金融安意私募基金,20,,,"28,000,000.00 ",6,10/30/2018,1/30/2019
创世金融安进私募基金,16,,,"40,000,000.00 ",9,10/30/2018,5/30/2019
创世金融安成私募基金,9,,,"2,000,000.00 ",9,10/30/2018,5/30/2019
